gndr,cntry,agea,stflife,lrscale,health,hlthhmp,alcfreq,cgtsmok,slprl,happy,edulvlb,ipsucesa,iprspota,impricha,ipshabta,ipcrtiva,ipudrsta,ipmodsta,iphlppla,hinctnta
2,AT,41,8,5,2,3,4,6,2,8,423,1,1,3,1,1,1,2,1,8
1,AT,75,0,3,5,1,7,4,4,0,322,6,6,5,6,1,3,3,2,4
2,AT,48,7,5,2,3,7,6,1,7,322,4,2,3,4,4,2,1,3,77
2,AT,30,8,5,1,3,2,5,1,8,322,2,3,3,3,4,2,4,2,77
2,AT,58,9,4,2,3,7,6,1,9,322,6,2,6,3,2,2,2,3,2
1,AT,72,8,5,3,1,7,1,1,9,322,5,2,6,4,3,2,3,3,4
2,AT,24,8,3,2,3,6,4,2,8,423,2,1,4,2,2,1,2,1,1
2,AT,46,9,5,2,3,5,6,1,9,322,77,77,77,77,77,77,77,77,7
2,AT,22,7,88,1,3,3,6,1,8,322,2,2,2,2,2,3,4,3,2
2,AT,20,8,2,1,3,3,3,2,9,313,2,2,3,2,3,2,3,2,2
1,AT,23,8,5,2,3,7,2,2,10,322,3,3,3,2,2,2,3,1,88
2,AT,24,7,5,2,3,2,1,1,7,322,2,2,4,3,4,3,5,3,2
2,AT,34,4,5,3,3,1,4,3,7,422,3,1,3,1,2,1,3,4,7
2,AT,72,8,4,2,2,7,6,2,8,322,5,3,6,3,3,2,2,1,6
2,AT,57,8,5,2,3,2,4,2,5,720,2,1,4,1,2,1,2,2,88
1,AT,89,9,7,3,2,1,6,2,8,322,3,3,3,3,2,2,3,2,4
2,AT,77,7,6,3,2,3,5,2,6,423,2,5,4,3,3,2,3,3,3
2,AT,90,7,5,3,2,7,6,1,7,322,3,1,4,3,4,3,3,3,3
2,AT,79,6,5,2,3,6,6,2,8,212,5,2,4,5,2,5,5,2,9
2,AT,26,8,88,2,3,5,3,2,8,322,3,3,4,3,2,3,3,3,2
2,AT,40,10,3,1,3,5,2,1,10,322,2,1,6,1,2,1,1,1,6
2,AT,28,9,2,1,3,2,5,1,9,710,2,1,3,1,1,1,1,1,5
2,AT,64,8,5,2,2,4,6,1,9,313,1,1,4,1,1,1,3,1,5
2,AT,15,9,5,1,3,6,6,1,5,213,1,2,6,2,2,1,1,1,88
2,AT,49,8,5,2,3,7,6,1,8,322,1,1,3,1,2,1,2,1,7
2,AT,30,8,5,2,3,2,2,1,8,322,2,2,3,3,2,2,3,2,8
1,AT,61,9,4,1,3,3,4,1,9,322,2,2,6,3,3,2,2,1,5
2,AT,76,10,5,2,3,7,5,2,9,212,3,2,4,3,4,2,3,2,77
2,AT,53,9,5,1,3,4,1,1,9,423,4,3,4,4,3,2,5,2,7
2,AT,30,7,6,1,3,4,4,2,7,322,2,2,3,1,1,1,2,3,3
2,AT,76,8,5,2,3,3,4,2,9,423,3,4,3,5,1,2,2,4,3
1,AT,29,7,8,1,3,2,3,1,8,322,4,4,4,3,4,3,3,4,2
2,AT,72,7,5,4,2,7,6,1,7,322,5,2,6,4,5,3,1,3,9
1,AT,58,9,8,2,3,2,6,2,9,322,4,2,3,4,2,2,6,4,4
2,AT,63,8,7,2,2,7,1,3,7,212,4,3,4,4,1,2,1,1,7
1,AT,18,7,88,2,3,3,5,2,7,322,2,2,3,2,2,3,3,2,7
1,AT,57,8,7,2,3,2,4,2,6,5555,2,1,3,1,4,2,4,3,77
2,AT,59,10,8,1,3,7,6,1,10,322,2,1,4,2,1,1,3,1,10
1,AT,57,5,5,2,3,7,5,8,7,322,88,88,88,88,88,88,88,88,4
2,AT,81,9,5,2,3,6,6,2,8,212,1,1,6,1,4,1,1,1,77
2,AT,47,7,5,2,3,6,5,1,8,313,3,1,4,1,2,1,3,1,5
2,AT,60,10,2,2,2,1,6,1,9,322,3,4,2,3,1,3,3,1,2
1,AT,67,7,77,3,2,1,1,2,6,422,2,2,5,1,1,1,3,1,77
1,AT,72,6,8,3,2,4,3,1,5,520,2,2,2,1,2,1,2,2,3
2,AT,42,10,2,1,3,4,6,2,10,313,3,1,4,4,3,2,3,3,7
1,AT,76,8,88,4,3,1,1,2,8,212,4,1,4,4,4,4,1,1,3
1,AT,54,8,6,1,3,3,5,1,7,800,2,2,2,1,1,2,2,1,10
2,AT,64,9,88,1,3,7,6,4,8,322,4,1,2,1,2,2,1,3,77
2,AT,35,9,4,1,3,4,6,1,10,720,1,2,2,2,1,3,6,4,77
2,AT,15,2,88,3,2,6,6,4,1,322,3,3,4,2,2,1,2,1,7
2,AT,65,8,5,2,3,4,6,1,8,322,1,1,3,1,2,1,2,1,4
1,AT,47,2,9,2,3,3,6,1,8,313,4,2,4,1,2,3,2,3,88
2,AT,71,9,6,3,2,5,6,2,9,212,3,2,2,2,2,1,2,1,2
1,AT,43,9,10,2,3,2,6,1,5,520,5,2,4,1,2,5,2,2,9
1,AT,74,8,5,3,2,7,4,1,8,520,5,2,4,3,2,2,3,1,77
1,AT,56,8,7,3,1,2,6,1,10,322,4,3,4,1,4,2,2,1,6
1,AT,40,9,6,1,3,4,6,1,8,322,3,3,4,3,2,1,3,1,77
2,AT,64,8,5,2,3,2,5,2,7,212,4,2,4,3,2,2,3,1,1
1,AT,48,7,3,2,3,2,1,2,7,313,3,3,3,3,3,3,3,3,6
2,AT,70,8,5,2,2,4,6,1,8,322,5,1,5,3,4,2,4,2,7
2,AT,22,10,1,1,3,2,2,1,10,313,5,4,6,6,6,3,2,1,1
1,AT,60,8,6,2,3,2,1,2,8,610,1,1,2,1,4,2,5,2,10
2,AT,54,8,5,1,3,7,6,1,8,212,4,2,4,5,4,3,5,2,77
2,AT,73,5,6,1,3,3,4,2,4,322,2,4,3,3,3,1,4,2,6
1,AT,27,7,5,1,3,3,3,1,7,322,3,3,3,3,4,3,3,3,3
1,AT,82,9,5,1,3,7,6,1,8,322,3,4,5,2,3,2,2,1,6
2,AT,60,8,4,3,2,1,1,2,9,212,3,2,4,2,3,1,4,2,2
1,AT,51,8,4,1,3,2,6,1,9,423,3,4,5,4,3,2,2,2,9
1,AT,55,8,6,2,3,2,5,2,3,610,2,3,2,2,1,4,4,1,77
2,AT,57,10,1,1,3,1,6,3,10,322,2,2,4,2,2,1,2,1,7
2,AT,84,8,5,3,2,5,6,3,9,322,6,1,5,2,4,1,2,1,2
2,AT,71,8,5,2,3,2,1,2,8,322,1,2,4,1,2,2,2,2,88
1,AT,58,7,88,3,2,4,1,2,8,322,2,3,3,1,3,3,3,3,7
1,AT,79,8,4,3,2,2,4,2,8,322,3,3,4,3,3,3,3,3,5
1,AT,43,8,6,1,3,3,4,1,8,322,3,1,4,2,3,2,2,1,8
2,AT,39,9,88,2,3,4,1,1,8,113,2,2,4,2,2,2,2,2,3
1,AT,39,8,6,2,3,2,4,2,8,322,3,3,3,2,2,2,3,1,7
2,AT,75,8,6,1,3,6,6,1,8,610,3,3,4,3,2,2,2,2,4
1,AT,67,7,7,3,3,1,1,1,6,212,4,2,3,4,5,3,3,3,5
1,AT,33,9,5,1,3,6,5,1,10,322,2,2,4,2,2,3,2,2,6
2,AT,31,10,77,1,3,7,4,2,10,422,2,4,4,2,3,3,3,1,77
1,AT,51,7,7,1,3,7,5,1,7,322,4,3,5,4,4,1,3,3,1
1,AT,74,8,4,2,3,2,5,2,9,322,3,4,5,3,5,3,5,1,77
1,AT,47,9,8,1,3,2,6,2,8,720,3,2,3,4,3,3,2,2,3
2,AT,74,9,5,3,3,3,6,2,9,322,1,1,6,1,6,4,1,1,7
2,AT,46,8,88,2,3,6,1,2,9,322,5,6,5,4,2,3,4,1,5
2,AT,55,7,3,4,2,7,6,3,6,322,4,2,5,3,5,3,2,2,5
1,AT,57,7,7,1,3,5,1,1,8,322,4,5,4,4,3,2,2,2,4
2,AT,84,7,77,3,2,7,6,3,6,322,2,3,3,2,2,3,3,2,3
1,AT,16,8,5,1,3,5,6,1,9,213,4,1,6,1,3,1,1,1,88
1,AT,74,7,5,3,2,1,4,3,8,322,5,3,4,4,3,2,2,2,4
1,AT,67,5,5,3,3,4,6,2,5,322,2,1,3,2,3,4,3,4,4
1,AT,60,7,5,2,3,2,4,1,8,322,5,4,5,4,2,2,2,2,7
1,AT,61,10,6,1,3,2,4,1,9,322,3,3,3,3,2,2,3,3,4
2,AT,71,8,5,2,3,7,6,2,9,720,2,1,4,2,2,2,3,3,8
1,AT,55,7,77,2,3,7,6,2,7,322,3,2,4,2,4,3,2,3,77
1,AT,31,0,5,1,3,6,1,4,10,213,1,1,1,1,1,1,4,1,2
2,AT,33,7,6,2,3,2,4,1,6,322,88,88,88,88,3,3,3,2,3
1,AT,30,8,4,1,3,2,2,2,8,322,4,5,6,2,2,5,3,2,4
1,AT,68,5,88,3,2,1,1,8,5,212,88,88,88,88,88,88,88,88,3
1,AT,42,8,6,2,3,2,4,2,8,610,2,2,3,1,1,2,5,4,7
2,AT,72,8,6,2,3,7,5,1,8,322,1,4,4,3,1,2,5,2,2
2,AT,56,9,4,1,3,3,2,1,9,322,4,4,4,3,2,2,4,2,3
2,AT,48,7,5,2,3,6,6,1,7,423,2,2,3,2,3,2,3,3,3
2,AT,29,6,2,3,2,6,6,1,7,322,4,2,4,2,2,1,3,2,1
1,AT,80,10,88,2,3,4,6,2,10,322,4,1,5,4,2,3,2,1,77
1,AT,52,7,3,2,3,7,4,1,8,322,3,2,6,2,1,2,2,2,2
2,AT,37,7,4,2,1,3,1,3,6,322,3,3,6,4,1,1,4,2,2
1,AT,62,8,7,1,3,4,2,1,8,322,3,3,3,3,2,2,4,3,3
2,AT,27,8,5,1,3,5,6,1,8,422,4,4,4,3,1,4,4,2,77
1,AT,67,8,3,3,2,2,4,2,8,313,3,1,4,1,2,1,4,3,3
2,AT,90,5,5,3,2,7,6,2,5,212,4,3,5,3,4,3,2,2,2
1,AT,70,5,7,2,3,7,6,1,8,322,4,1,4,4,5,5,2,2,77
1,AT,45,6,2,1,3,4,1,1,5,620,3,2,5,3,1,1,4,2,5
1,AT,44,8,7,3,2,2,1,2,7,322,3,2,2,3,2,2,2,2,8
2,AT,52,9,3,1,3,4,1,1,9,313,5,3,4,3,1,3,3,2,10
2,AT,54,7,88,1,3,4,6,1,7,322,3,2,3,3,3,2,3,2,77
2,AT,59,8,8,3,3,4,6,2,8,5555,3,3,5,3,3,3,5,3,9
2,AT,33,10,5,2,3,7,4,1,10,313,2,4,4,2,2,2,2,2,7
1,AT,33,5,3,3,1,7,6,2,5,212,77,2,6,3,4,1,1,3,2
2,AT,71,9,1,1,3,3,4,2,8,720,2,4,2,2,1,2,4,2,3
1,AT,43,8,5,2,3,2,4,1,8,610,4,2,5,2,3,3,4,3,9
1,AT,38,8,4,1,3,3,1,1,9,322,3,3,4,3,3,2,3,2,7
1,AT,34,9,5,2,3,4,6,1,8,322,4,3,4,3,3,2,2,2,6
1,AT,66,8,5,2,3,3,6,4,8,720,4,3,5,3,3,2,2,2,9
1,AT,85,8,5,3,1,7,6,1,9,322,4,4,4,4,5,3,2,4,77
2,AT,60,9,5,1,2,6,6,2,9,322,3,6,3,3,3,1,3,3,6
2,AT,56,10,5,2,3,6,6,1,10,322,2,4,6,3,2,2,4,2,4
2,AT,28,7,3,2,3,6,6,2,7,322,3,2,3,3,3,2,3,2,6
2,AT,49,5,5,3,3,3,6,1,6,322,2,2,3,1,2,2,1,3,6
2,AT,26,8,8,1,3,4,5,2,8,610,3,4,4,4,2,3,4,2,77
1,AT,48,8,5,2,3,2,5,1,8,423,1,1,3,1,1,1,3,1,8
1,AT,75,9,3,2,3,7,5,1,9,322,2,2,6,3,1,1,2,2,5
1,AT,49,8,5,3,2,2,4,2,7,322,1,1,3,1,2,1,2,1,7
1,AT,57,10,7,2,2,1,1,1,10,322,3,3,4,4,2,2,3,2,6
1,AT,23,8,5,1,3,7,1,1,8,322,2,2,2,3,4,3,3,2,2
2,AT,69,7,5,3,2,6,6,2,7,422,1,1,3,1,3,1,3,1,6
2,AT,77,4,7,3,2,1,6,1,7,322,1,1,1,1,1,2,2,1,4
1,AT,34,7,4,2,3,3,3,2,8,322,3,4,4,2,1,2,4,2,88
2,AT,42,7,4,1,3,4,4,1,8,610,4,3,3,2,3,2,4,3,77
1,AT,79,9,5,2,3,2,6,1,9,322,6,1,6,1,3,1,2,1,3
1,AT,42,8,5,2,3,4,4,1,8,423,3,1,4,1,3,1,3,1,7
1,AT,73,8,6,3,3,2,4,2,7,212,4,2,5,3,3,2,3,2,2
2,AT,32,5,4,2,3,4,2,4,3,212,3,4,6,2,5,4,1,1,3
1,AT,80,8,5,2,3,6,6,2,8,212,4,2,4,2,2,3,2,2,5
2,AT,62,5,7,4,1,6,1,2,6,113,3,3,5,2,3,3,2,1,2
1,AT,68,10,2,3,2,7,4,2,10,322,2,1,6,3,3,5,2,2,6
1,AT,49,8,7,2,3,3,6,2,8,710,3,2,5,2,3,2,4,2,8
2,AT,60,9,5,1,3,7,6,1,10,212,5,5,5,6,2,1,2,2,77
2,AT,80,9,5,1,3,4,6,1,9,212,4,1,6,2,6,1,1,1,1
1,AT,43,9,5,1,3,3,6,1,9,720,5,4,3,5,4,1,3,2,9
2,AT,41,8,4,1,3,7,6,2,8,422,2,2,4,2,3,2,3,2,8
2,AT,55,9,5,1,3,3,6,1,9,322,4,3,4,4,4,2,3,2,7
2,AT,25,9,1,1,3,3,4,1,8,313,2,2,3,1,1,1,3,2,77
1,AT,34,9,88,2,3,2,1,1,8,423,3,2,2,2,3,3,3,2,8
2,AT,48,8,3,2,3,3,6,1,8,322,3,4,5,3,2,2,2,2,6
1,AT,58,8,88,2,3,2,6,1,9,423,2,2,4,2,1,2,2,1,10
2,AT,79,8,2,3,1,7,6,4,9,322,3,3,4,3,2,1,2,1,3
1,AT,24,10,8,1,3,4,3,1,8,423,1,2,4,1,1,3,2,2,9
2,AT,62,10,10,2,3,5,6,1,10,212,5,1,5,1,4,1,1,1,3
2,AT,83,7,5,4,1,7,6,3,7,322,6,1,5,4,2,3,4,3,4
1,AT,65,8,5,2,3,2,1,1,7,322,2,2,5,3,4,2,2,2,2
2,AT,51,8,5,2,3,5,4,1,8,322,3,3,3,3,3,3,2,3,3
1,AT,56,7,4,4,1,2,1,1,8,322,3,3,3,3,5,3,3,3,8
1,AT,58,9,5,2,3,2,4,1,9,423,3,2,3,2,2,3,2,2,77
2,AT,74,7,5,2,3,7,4,2,8,322,3,3,3,2,3,3,3,2,6
2,AT,19,9,5,1,3,3,6,2,8,212,3,1,1,1,4,1,1,1,77
1,AT,31,8,77,2,3,4,6,1,8,423,2,2,3,2,2,1,3,3,77
2,AT,69,7,5,3,3,6,6,2,8,322,4,2,5,3,4,2,3,2,3
2,AT,19,10,88,1,3,4,3,1,10,322,3,3,3,3,3,3,3,3,88
1,AT,50,9,4,2,3,2,2,1,8,322,3,3,5,3,2,2,3,2,7
2,AT,15,9,88,1,3,7,6,1,9,213,4,1,6,1,2,2,1,1,88
1,AT,88,9,6,2,3,3,5,2,9,5555,3,3,4,2,2,2,2,1,3
2,AT,53,9,7,2,3,3,4,1,8,610,2,2,4,2,1,1,2,2,7
2,AT,87,10,5,2,2,3,6,1,10,423,5,3,3,2,1,1,2,1,3
2,AT,53,8,5,2,3,5,6,1,7,322,3,3,3,3,4,1,1,3,77
1,AT,77,9,6,3,3,1,4,1,8,322,5,2,5,5,5,2,2,2,3
1,AT,74,8,4,2,3,3,6,2,8,322,4,2,5,4,4,2,2,2,77
2,AT,53,10,5,1,3,3,1,1,10,322,2,3,2,2,2,3,4,2,7
2,AT,90,8,88,2,2,3,6,1,8,212,3,2,3,4,6,6,2,2,3
2,AT,75,7,4,3,2,7,6,3,7,212,3,3,4,3,3,2,2,1,4
2,AT,61,5,3,3,2,7,6,3,5,212,5,3,4,4,4,3,2,3,88
1,AT,49,5,5,2,3,3,4,1,5,322,2,4,5,2,2,4,4,2,2
1,AT,26,9,3,1,3,4,6,1,9,423,3,3,5,3,1,1,4,3,7
2,AT,70,6,4,2,3,4,5,2,6,322,4,3,4,4,3,3,3,3,1
2,AT,85,6,5,3,2,1,6,2,6,212,3,1,5,2,3,2,1,2,88
2,AT,43,9,9,2,3,7,1,1,8,322,4,1,6,1,4,1,4,1,1
2,AT,72,9,5,1,3,5,6,1,9,322,1,1,6,2,1,1,1,1,6
2,AT,78,7,5,3,3,7,6,3,7,212,88,88,88,88,88,3,3,2,1
1,AT,41,10,8,3,3,7,4,4,10,212,2,2,5,5,5,2,4,2,8
2,AT,31,9,5,1,3,3,6,2,9,322,4,3,4,3,4,2,4,2,6
1,AT,86,9,5,2,2,3,6,2,8,720,4,3,5,2,1,2,2,2,7
2,AT,77,8,7,2,3,6,6,2,8,212,3,1,3,3,4,2,2,1,77
2,AT,73,6,3,2,3,2,4,2,8,423,4,4,5,2,1,3,3,1,4
2,AT,37,8,5,1,3,4,1,1,8,322,2,2,2,2,1,2,3,1,3
1,AT,63,8,5,1,3,7,4,1,9,322,2,4,4,4,3,4,4,3,6
2,AT,70,8,4,2,3,2,5,2,8,610,3,3,4,3,4,1,4,2,2
1,AT,47,8,5,1,3,2,4,2,8,423,3,3,2,2,3,4,4,3,77
1,AT,37,10,4,1,3,2,6,3,9,620,2,1,1,1,3,1,1,2,77
1,AT,63,9,2,1,3,4,4,1,9,720,2,2,4,1,1,2,1,2,8
1,AT,68,8,8,2,3,2,5,1,8,322,3,2,3,4,3,3,4,3,6
1,AT,58,5,5,3,2,2,1,3,5,212,3,1,4,2,4,2,3,2,1
2,AT,51,8,7,3,2,3,6,2,8,322,3,3,2,3,2,3,3,2,8
1,AT,35,4,6,4,3,5,6,1,0,710,5,4,4,2,2,1,2,2,8
2,AT,76,7,77,2,3,2,6,1,8,212,2,2,4,2,1,2,1,1,5
2,AT,58,8,5,3,1,2,4,2,8,322,2,1,3,1,2,3,2,1,3
2,AT,29,8,5,1,3,3,4,1,7,322,3,2,3,2,2,2,3,88,5
2,AT,64,9,5,3,2,4,6,2,9,322,5,5,4,3,3,3,5,3,5
2,AT,30,8,5,1,3,2,6,1,8,720,1,2,4,1,2,1,1,2,4
2,AT,27,6,5,1,3,4,6,1,9,313,3,3,5,3,2,2,4,3,5
2,AT,78,9,5,4,2,7,6,1,8,212,5,2,5,5,5,2,2,2,2
2,AT,71,8,88,2,3,7,6,1,8,322,2,2,4,2,3,2,2,3,77
2,AT,69,10,3,2,3,2,4,1,10,422,4,2,4,4,4,1,4,1,6
2,AT,41,8,5,2,3,7,6,1,8,313,3,3,3,3,3,2,3,3,9
1,AT,74,6,7,1,3,2,6,1,8,800,3,4,4,5,2,1,3,2,77
1,AT,83,9,8,2,3,1,6,1,9,423,2,2,6,3,2,2,1,1,9
1,AT,49,8,5,2,3,4,4,1,8,322,1,1,3,1,1,1,2,1,8
2,AT,87,9,4,3,2,7,4,1,9,422,3,2,6,2,2,1,1,2,4
1,AT,48,8,6,2,3,3,5,1,8,423,1,1,5,2,3,2,4,2,7
2,AT,59,9,5,1,3,2,2,1,6,212,4,5,6,5,1,1,6,1,77
1,AT,57,1,7,4,1,2,1,4,2,322,3,3,5,3,2,3,3,2,1
1,AT,44,9,77,1,3,1,1,2,9,322,3,2,4,2,3,3,3,3,77
2,AT,64,7,5,3,2,4,4,3,6,322,4,3,5,4,1,1,2,2,2
2,AT,41,9,5,1,3,4,6,1,9,322,4,1,6,1,2,1,1,2,5
2,AT,19,9,88,1,3,4,1,2,8,212,3,2,3,3,2,2,4,4,88
1,AT,52,7,5,1,3,7,1,2,7,0,4,6,1,5,3,1,3,1,77
2,AT,67,8,4,2,3,2,1,1,8,720,4,3,4,88,3,3,3,3,6
2,AT,71,9,6,1,3,4,6,2,6,322,4,1,6,1,3,1,1,2,6
2,AT,59,10,5,2,3,7,6,2,10,5555,2,3,5,5,1,1,2,1,77
2,AT,29,7,5,2,3,2,1,1,7,322,2,2,2,3,2,2,5,2,8
2,AT,53,6,7,3,2,7,6,2,6,322,2,1,3,2,1,2,3,2,7
1,AT,76,8,5,2,2,7,6,2,8,322,3,3,4,2,3,2,2,1,4
1,AT,55,5,5,1,3,4,6,1,5,322,1,1,2,2,2,3,4,2,77
2,AT,50,10,88,2,3,2,1,1,9,322,5,2,4,3,2,2,3,2,7
2,AT,55,8,5,2,3,3,5,2,8,322,4,2,5,3,2,3,1,2,4
2,AT,31,6,1,2,3,2,6,2,7,423,3,1,3,2,1,2,4,3,5
1,AT,74,9,5,2,3,1,6,1,9,322,3,2,4,3,5,4,3,2,3
2,AT,39,8,5,2,3,7,6,1,8,423,2,1,4,2,3,1,3,1,7
2,AT,64,8,6,2,3,6,4,1,9,423,3,3,3,4,2,1,4,2,8
1,AT,43,4,7,3,2,4,1,4,4,322,3,4,2,3,3,4,3,2,88
2,AT,65,7,5,1,3,4,6,2,7,212,3,3,4,4,2,2,2,1,7
1,AT,22,10,4,2,2,7,6,1,10,620,2,3,2,2,2,1,4,2,88
1,AT,47,9,88,2,3,2,1,1,8,322,4,2,3,4,4,4,4,2,5
1,AT,45,5,6,3,2,4,6,2,7,422,2,1,6,2,3,1,1,1,8
1,AT,64,10,3,1,3,1,4,1,10,322,4,4,4,6,2,2,2,1,77
1,AT,60,9,1,1,3,7,4,1,9,720,1,2,3,1,1,2,2,2,77
1,AT,32,8,5,1,3,3,5,1,7,322,2,2,3,2,3,2,88,88,77
2,AT,68,7,5,2,3,7,6,1,7,322,4,2,4,3,3,2,1,3,77
2,AT,40,10,4,1,3,6,1,2,9,423,4,1,5,2,1,1,1,1,7
2,AT,84,8,88,2,3,7,6,2,8,322,4,3,4,3,2,2,2,1,2
1,AT,59,9,5,2,3,2,1,1,9,322,3,3,3,3,3,3,3,2,9
1,AT,27,6,88,1,3,2,3,2,7,322,2,3,2,2,1,3,3,1,6
2,AT,72,10,5,2,3,7,6,1,9,720,2,3,4,3,1,1,5,3,4
2,AT,47,9,8,2,3,3,5,1,7,313,3,3,4,2,2,5,4,2,6
1,AT,58,7,6,3,2,2,1,2,8,322,4,3,4,4,4,4,3,3,77
2,AT,55,8,5,2,3,7,5,1,8,322,4,3,4,3,3,2,2,2,7
2,AT,80,9,5,2,3,6,6,2,9,212,1,1,6,1,6,1,2,2,2
1,AT,21,7,1,2,3,4,6,1,7,313,3,1,4,2,3,2,3,2,2
1,AT,67,9,3,1,2,1,4,2,8,710,2,1,3,2,2,2,5,2,6
2,AT,37,9,5,2,3,2,1,1,10,322,1,1,4,1,2,3,3,2,4
1,AT,54,7,5,2,3,4,6,1,8,322,3,2,4,2,4,3,3,3,77
1,AT,30,9,4,1,3,4,6,2,9,720,4,3,6,3,2,3,5,2,8
2,AT,61,9,8,2,3,7,6,1,8,322,4,3,5,2,1,2,2,2,8
2,AT,62,4,3,3,2,7,6,1,7,212,66,66,66,66,66,66,66,66,5
1,AT,67,6,6,1,3,4,6,1,6,620,2,1,3,3,2,2,1,2,7
2,AT,88,9,5,2,3,1,6,1,10,610,3,2,5,2,2,2,2,2,9
2,AT,50,8,5,1,2,4,6,3,8,720,2,2,4,3,2,1,3,3,10
1,AT,70,7,3,2,3,7,4,2,8,800,3,3,4,3,4,3,3,3,6
1,AT,50,9,5,1,3,5,1,1,10,322,2,2,3,2,2,3,4,2,77
2,AT,74,7,77,2,3,6,6,1,8,322,3,2,3,3,3,3,2,3,77
2,AT,49,8,5,2,3,4,6,2,6,322,2,3,3,3,4,2,3,4,77
1,AT,42,8,3,2,3,3,3,2,8,720,5,2,6,3,1,2,3,3,7
2,AT,54,8,5,2,3,4,6,1,8,322,1,1,3,1,1,1,2,1,8
2,AT,81,10,5,1,3,1,6,1,10,423,4,4,5,5,4,3,3,2,3
2,AT,49,9,3,2,3,2,4,3,8,520,5,4,5,4,2,1,4,1,6
2,AT,40,8,5,2,3,5,4,1,8,610,3,1,4,3,3,1,3,1,8
2,AT,54,8,6,1,3,4,6,1,8,322,2,4,4,4,3,2,3,1,77
1,AT,18,7,88,1,3,2,1,1,8,212,3,3,3,2,2,3,4,3,88
2,AT,38,9,2,2,3,3,4,1,10,322,5,2,5,2,2,1,4,2,5
2,AT,65,10,5,1,3,3,6,2,10,212,4,1,5,3,2,1,2,2,2
2,AT,54,9,5,1,3,3,1,1,9,322,3,4,4,3,3,3,4,2,3
2,AT,56,9,5,2,3,4,4,2,10,322,3,2,3,4,3,3,2,1,77
2,AT,48,10,2,1,3,3,6,2,10,720,2,3,3,4,2,2,3,1,7
2,AT,68,9,6,2,3,3,4,1,9,313,3,3,4,3,2,2,4,2,9
1,AT,61,8,4,2,3,2,4,1,9,610,5,1,4,4,3,4,2,1,77
2,AT,57,8,4,2,3,3,6,2,8,322,3,3,4,3,3,2,3,2,7
2,AT,58,10,0,1,3,3,6,1,10,322,4,2,4,3,2,1,3,1,2
2,AT,77,8,77,4,1,7,4,4,9,212,3,1,5,4,5,1,3,1,8
2,AT,42,2,3,2,3,1,5,2,7,710,5,3,3,4,2,2,3,3,2
2,AT,72,9,5,1,3,4,6,2,9,322,4,3,5,4,3,2,2,2,2
2,AT,20,7,5,2,3,3,4,2,7,322,3,88,88,88,88,88,88,88,1
1,AT,61,4,3,4,2,3,6,2,4,610,5,3,6,3,3,2,3,2,3
2,AT,29,7,5,1,3,7,4,1,6,322,3,2,3,3,2,2,3,3,2
1,AT,58,7,3,3,3,1,1,1,7,322,3,1,5,2,2,2,4,1,3
1,AT,31,9,5,1,3,3,1,1,9,423,1,1,3,1,1,3,3,3,10
2,AT,84,8,5,3,2,7,6,2,6,212,5,1,6,1,4,2,1,1,2
1,AT,77,8,3,1,3,7,4,1,9,720,3,2,6,3,2,1,2,2,1
1,AT,39,9,2,2,3,7,4,4,9,322,2,1,1,1,1,1,6,1,77
1,AT,38,9,6,1,3,7,4,1,9,720,2,6,2,2,3,2,5,1,77
1,AT,57,10,0,3,2,2,4,4,10,313,1,6,6,1,2,2,3,1,3
2,AT,71,8,77,3,2,7,6,1,7,212,5,4,5,5,5,2,3,1,3
2,AT,77,7,5,3,2,3,6,3,7,212,4,3,4,3,4,3,2,2,2
2,AT,44,10,5,2,3,3,4,1,10,322,6,4,6,3,2,1,2,2,6
2,AT,52,8,5,2,3,2,1,1,10,322,5,4,5,4,3,3,2,1,5
2,AT,52,9,5,1,3,4,4,1,8,322,2,2,2,2,1,1,4,2,77
2,AT,35,6,6,1,3,5,4,1,7,610,1,2,3,1,1,2,6,4,3
2,AT,58,9,4,1,3,6,2,1,9,423,5,5,6,5,3,2,3,1,6
2,AT,55,1,4,2,2,7,6,7,2,423,2,88,2,1,1,1,5,1,4
2,AT,57,7,88,3,2,6,6,2,7,212,3,1,1,1,1,1,2,2,2
2,AT,34,8,77,1,3,7,3,1,10,610,2,1,4,2,2,3,2,2,8
1,AT,25,10,6,1,3,5,6,1,10,322,3,3,2,2,1,1,5,2,10
2,AT,51,10,2,2,3,6,1,2,10,423,3,1,4,2,1,1,4,2,4
1,AT,46,8,6,2,3,1,1,2,8,322,4,4,5,4,4,3,4,3,4
2,AT,57,9,6,1,3,3,4,1,9,322,3,6,4,6,3,3,4,4,4
1,AT,28,8,88,1,3,3,4,1,7,322,2,2,3,3,2,3,4,3,77
2,AT,61,4,3,4,1,1,6,1,3,720,4,4,3,3,3,3,2,2,7
2,AT,40,8,77,3,3,2,4,2,6,313,3,3,3,3,3,2,3,3,9
1,AT,82,7,6,4,3,1,2,3,6,322,3,2,3,2,4,2,2,2,88
2,AT,77,8,5,2,3,7,6,1,6,322,3,2,4,3,3,2,1,3,77
2,AT,58,5,6,3,2,2,6,2,5,212,4,3,4,3,4,4,3,2,1
1,AT,19,8,4,1,3,3,6,1,8,212,1,1,4,1,1,2,4,3,88
2,AT,39,8,5,2,3,6,6,1,8,423,2,1,4,1,2,1,3,1,5
